attribute_code;options_code;label_marketing;info
1010_TAI;1010_TAI_4815;100X80CM;
1009_SAV;1009_SAV_440;AUTRUCHE;
1009_SAV;1009_SAV_441;CREVETTES;
1009_SAV;1009_SAV_442;SALAMI;
1006_POI;1006_POI_284;3X400G;
1006_POI;1006_POI_291;13KG + 2KG;
1002_COU;1002_COU_1521;VOILE BLEU;
1010_TAI;1010_TAI_4854;L-70cm;
1010_TAI;1010_TAI_4855;XS-40cm;
1003_LIT;1003_LIT_252;480ML;
1010_TAI;1010_TAI_4894;200X300X200CM;
1010_TAI;1010_TAI_4901;200X120X200CM;
1010_TAI;1010_TAI_4878;90X45X30CM;
1010_TAI;1010_TAI_4859;150L;
1010_TAI;1010_TAI_4792;TAILLE 37;
1006_POI;1006_POI_305;330G;
1010_TAI;1010_TAI_4990;160/210X100;
1010_TAI;1010_TAI_4828;1.5X30CM;
1006_POI;1006_POI_299;4X195G;
1010_TAI;1010_TAI_4869;7000;
1008_QUA;1008_QUA_88;18;
1010_TAI;1010_TAI_4931;6X6CM;
1010_TAI;1010_TAI_4932;D.6CM;
1002_COU;1002_COU_1480;LOSANGE BL;
1010_TAI;1010_TAI_4923;2,44x2,29;
1003_LIT;1003_LIT_260;750ML DT 20%;
1010_TAI;1010_TAI_4940;D17XH18,5CM;
1002_COU;1002_COU_1214;HOLLIDAY 10;
1002_COU;1002_COU_1215;HOLLIDAY 13;
1002_COU;1002_COU_1213;HOLLIDAY 5;
1010_TAI;1010_TAI_4943;D30XH27CM;
1002_COU;1002_COU_1212;GARDEN GANTS;
1002_COU;1002_COU_1210;GARDEN SALAMANDRE;
1010_TAI;1010_TAI_4938;D14,8XH12,5CM;
1002_COU;1002_COU_1211;GARDEN CHAPEAU;
1010_TAI;1010_TAI_4939;D19XH16,7CM;
1010_TAI;1010_TAI_4941;D17XH14,5CM;
1010_TAI;1010_TAI_4955;D75 H75;
1002_COU;1002_COU_1227;VINTAGE ROSE;
1002_COU;1002_COU_1225;CELINE;
1002_COU;1002_COU_1224;SAMBA;
1002_COU;1002_COU_1229;GLOSSY STONE;
1002_COU;1002_COU_1228;CHAMPAGNE PEARL;
1002_COU;1002_COU_1223;PURPLE PEARL;
1005_PAR;1005_PAR_360;ROUGE DE FRUITS;
1005_PAR;1005_PAR_347;PATCHOULI CEDRAT;
1005_PAR;1005_PAR_351;SANTAL CEDRE;
1005_PAR;1005_PAR_348;LIN BLANC;
1005_PAR;1005_PAR_352;OR, MYRRHE & ENCENS;
1005_PAR;1005_PAR_357;NUIT D'ORIENT;
1005_PAR;1005_PAR_371;MENTHE FROISSEE;
1005_PAR;1005_PAR_375;ESCAPADE MARRAKECH;
1005_PAR;1005_PAR_362;OR, MYRRHE ENCENS;
1005_PAR;1005_PAR_367;FLEUR DE POMMIER;
1005_PAR;1005_PAR_369;EARL GREY;
1005_PAR;1005_PAR_372;ROSE BL. & EGLANT.;
1005_PAR;1005_PAR_373;PASSION PAPAYE;
1005_PAR;1005_PAR_376;DOUCEUR CACHEMIRE;
1005_PAR;1005_PAR_377;GOUSSE DE VANILLE;
1009_SAV;1009_SAV_457;CHICKEN;
1007_PUI;1007_PUI_274;700 L/H;
1007_PUI;1007_PUI_275;1500 L/H;
1007_PUI;1007_PUI_276;900 L/H;
1002_COU;1002_COU_1254;MARRON / AUBERGINE;
1002_COU;1002_COU_1253;BEIGE/ORANGE ;
1002_COU;1002_COU_1252;BEIGE/ PRUNE;
0809_CONFLO;0809_CONFLO_35;2.5L;
0809_CONFLO;0809_CONFLO_20;0,5 litre;
0809_CONFLO;0809_CONFLO_40;3L;
0809_CONFLO;0809_CONFLO_70;6L;
1002_COU;1002_COU_1256;CITRONNELLE;
1002_COU;1002_COU_1257;BEIGE NATUREL;
1002_COU;1002_COU_1248;CURACAO;
1002_COU;1002_COU_1249;GINGEMBRE;
1002_COU;1002_COU_1246;COCO;
1002_COU;1002_COU_1247;POIVRE GRIS;
1002_COU;1002_COU_1251;PAMPLEMOUSSE;
1002_COU;1002_COU_1250;SEL DE MER;
1006_POI;1006_POI_304;1,65 kg;
0504_COBUL;0504_COBUL_9;2 kg;
1005_PAR;1005_PAR_381;SANTAL-KARITE;
1005_PAR;1005_PAR_384;POIVRE PATCHOULY;
0503_CABUL;0503_CABUL_420;SAC CABAS;
0504_COBUL;0504_COBUL_430;SAC CAB X10;
0504_COBUL;0504_COBUL_410;SAC CAB X 3;
0504_COBUL;0504_COBUL_400;SAC CAB X 1;
1002_COU;1002_COU_1260;ORANGE/GRIS;
1002_COU;1002_COU_1261;NOIR/GRIS;
0504_COBUL;0504_COBUL_440;SAC CAB X20;
1010_TAI;1010_TAI_4964;300L;
1010_TAI;1010_TAI_4861;500L;
1006_POI;1006_POI_311;2X400G;
1002_COU;1002_COU_1265;METALLIC GREY;
1002_COU;1002_COU_1267;LIVING SAND;
1002_COU;1002_COU_1266;LIVING TAUPE;
1002_COU;1002_COU_1268;LIVING GREEN;
1008_QUA;1008_QUA_89;Lot de 6;
1002_COU;1002_COU_1271;BRUYERE CLAIR;
1002_COU;1002_COU_1272;BLEU NORDIQUE;
1010_TAI;1010_TAI_4840;120X120X30CM;
1006_POI;1006_POI_294;5 KG;
1006_POI;1006_POI_295;15 KG;
1010_TAI;1010_TAI_5219;30X30X57CM;
1006_POI;1006_POI_302;0,8 kg;
0207_DMMAF;0207_DMMAF_45;godet de 9 cm carré;
1005_PAR;1005_PAR_356;Miel vanille;
1002_COU;1002_COU_1194;Camel/Cacao;
1005_PAR;1005_PAR_383;feuille de cassis;
1002_COU;1002_COU_1255;Prune/Beige;
1002_COU;1002_COU_1195;MARRON CHINE;
1010_TAI;1010_TAI_4844;49 CM;
1006_POI;1006_POI_312;12 kg + 2 kg GRATUITS !;
1006_POI;1006_POI_292;1,75 kg;
1005_PAR;1005_PAR_382;herbe fraîche;
1009_SAV;1009_SAV_436;ARACHIDE;
1006_POI;1006_POI_296;3,6KG;
1003_LIT;1003_LIT_251;360ML;
1010_TAI;1010_TAI_4889;143X143X195M;
1010_TAI;1010_TAI_4895;244X244X198M;
1010_TAI;1010_TAI_4898;6M2;
1010_TAI;1010_TAI_4884;1MX50M;
1010_TAI;1010_TAI_4879;45X45X30CM;
1010_TAI;1010_TAI_4873;430L;
1010_TAI;1010_TAI_4841;120x60x50cm;
1010_TAI;1010_TAI_4905;140;
1010_TAI;1010_TAI_4788;TAILLE 25;
1009_SAV;1009_SAV_530;SAUMON-LEGUMES;
1010_TAI;1010_TAI_4906;8/12 ANS;
1009_SAV;1009_SAV_445;POISSON DE MER;
1006_POI;1006_POI_303;7.5 KG;
1010_TAI;1010_TAI_4930;8X8CM;
1010_TAI;1010_TAI_4949;L.500MM;
1010_TAI;1010_TAI_4946;L.380MM;
1010_TAI;1010_TAI_4944;L.250MM;
1010_TAI;1010_TAI_4950;L.150MM;
1010_TAI;1010_TAI_4948;L.350MM;
1010_TAI;1010_TAI_4952;L.200MM;
1010_TAI;1010_TAI_4945;L.300MM;
1010_TAI;1010_TAI_4954;220MM;
1002_COU;1002_COU_1226;LEZARD ROUGE;
1002_COU;1002_COU_1231;LEZARD CREME;
1002_COU;1002_COU_1232;TAUPE PEARL;
1002_COU;1002_COU_1262;BEIGE/TAUPE;
1002_COU;1002_COU_1263;NOIR/ANIS;
1002_COU;1002_COU_1264;NOIR/TURQUOISE;
1002_COU;1002_COU_1269;VRAI ROUGE;
1002_COU;1002_COU_1270;MAUVE PASTEL;
1002_COU;1002_COU_1273;ROSE PIVOINE;
0504_COBUL;0504_COBUL_355;X150;
1010_TAI;1010_TAI_4968;140x220;
1010_TAI;1010_TAI_4969;140x180;
1010_TAI;1010_TAI_4965;122x61x105;
1010_TAI;1010_TAI_4966;136x62x105;
1010_TAI;1010_TAI_4967;153x63x105;
1002_COU;1002_COU_1275;LYCHEE;
1002_COU;1002_COU_1274;MELON;
0104_TPEP;0104_TPEP_400;800/900;
1010_TAI;1010_TAI_4985;120X40X60CM;
1010_TAI;1010_TAI_4986;40X40X84CM;
1010_TAI;1010_TAI_4987;80X40X60CM;
1010_TAI;1010_TAI_4988;D10H11;
1010_TAI;1010_TAI_4977;34X80X34CM;
1010_TAI;1010_TAI_4980;45X105X40CM;
1010_TAI;1010_TAI_4982;57X127X50CM;
1010_TAI;1010_TAI_4973;61X75CM;
1010_TAI;1010_TAI_4975;49X60CM;
1002_COU;1002_COU_1522;BOUDDHA;
1010_TAI;1010_TAI_4978;60X60X30CM;
1002_COU;1002_COU_968;Lychen;
1010_TAI;1010_TAI_4970;68X60CM;
1010_TAI;1010_TAI_4972;57X50CM;
1010_TAI;1010_TAI_4974;45X40CM;
1002_COU;1002_COU_1276;PERROQUET;
1002_COU;1002_COU_1280;CORAL BLUE;
1002_COU;1002_COU_1281;ROYAL LIME;
1002_COU;1002_COU_1284;LIGHT GREY ARGENT;
1002_COU;1002_COU_1282;BLANC/ARGENT;
1002_COU;1002_COU_1283;ROYAL/ROUGE;
1002_COU;1002_COU_1279;Thème couleur E;
1002_COU;1002_COU_1303;VERT EMERAUDE;
1002_COU;1002_COU_1306;VERT LIME;
1002_COU;1002_COU_1289;JAUNE BANANE;
1002_COU;1002_COU_1293;PLOMB;
1002_COU;1002_COU_1307;VERT MENTHE;
1002_COU;1002_COU_1305;VERT EMERAUDE/VERT LIME/JAUNE CITRON;
1002_COU;1002_COU_1308;VIOLETTE/CYCLAMEN/ROSE;
1002_COU;1002_COU_1286;ANTHRACITE/PLOMB/BLANC GRIS;
1002_COU;1002_COU_1294;ROUGE/ORANGE/ABRICOT;
1002_COU;1002_COU_1287;AVIO;
1002_COU;1002_COU_1285;ANTHRACITE/BLANC GRIS;
1002_COU;1002_COU_1292;ORANGE/ABRICOT;
1002_COU;1002_COU_1304;VERT EMERAUDE/VERT LIME;
1002_COU;1002_COU_1290;JAUNE CITRON;
1002_COU;1002_COU_1291;METALLIC;
1002_COU;1002_COU_1311;VERT ANIS/ANTHRACITE;
1002_COU;1002_COU_1309;FUSCHIA/AUBERGINE;
1002_COU;1002_COU_1310;TAUPE/CAMEL;
1005_PAR;1005_PAR_385;PASTEQUE;
1005_PAR;1005_PAR_386;POMME CANNELLE;
1002_COU;1002_COU_1314;CHOCO/LIN;
1002_COU;1002_COU_1315;MUSC/LIN;
1002_COU;1002_COU_1317;ROUGE A LEVRE;
1010_TAI;1010_TAI_5051;L35CM;
1010_TAI;1010_TAI_5060;D28H28CM;
1010_TAI;1010_TAI_5055;D23H23CM;
1010_TAI;1010_TAI_5052;D44H38CM;
1010_TAI;1010_TAI_5059;D34H30CM;
1002_COU;1002_COU_1188;MARRON/IVOIRE;
1010_TAI;1010_TAI_5058;D44H44CM;
1010_TAI;1010_TAI_5066;D36,5H36,5CM;
1010_TAI;1010_TAI_5057;D27,5H27,5CM;
1010_TAI;1010_TAI_5053;D65H53CM;
1010_TAI;1010_TAI_5078;D55H46CM;
1010_TAI;1010_TAI_5061;D41H50,5CM;
1010_TAI;1010_TAI_5056;D27H36,5CM;
1010_TAI;1010_TAI_5075;D50H56CM;
1010_TAI;1010_TAI_4836;120X120X20CM;
1007_PUI;1007_PUI_268;11500L/H;
1002_COU;1002_COU_1316;orchidée;
1002_COU;1002_COU_1278;Papillons;
1002_COU;1002_COU_1302;Turquoise caraïbe;
1003_LIT;1003_LIT_255;31,5 litres + 30% GRATUIT;
1006_POI;1006_POI_293;20 kg;
1010_TAI;1010_TAI_4971;91 X 80 cm;
1010_TAI;1010_TAI_4842;100x60x50cm;
1010_TAI;1010_TAI_4904;120;
1010_TAI;1010_TAI_4907;4/7 ANS;
1010_TAI;1010_TAI_4976;65 x 120 cm;
1010_TAI;1010_TAI_5413;18 H15,3CM;
1002_COU;1002_COU_1219;DE LOIRE;
1002_COU;1002_COU_1221;CRISTAL NOIR;
1010_TAI;1010_TAI_4951;165MM;
0207_DMMAF;0207_DMMAF_895;pot ø 26 cm verre;
0207_DMMAF;0207_DMMAF_310;pack de 3 pots de ø 8-9 cm avec une anse;
1010_TAI;1010_TAI_4958;T60CM;
1010_TAI;1010_TAI_4957;H25CM;
1010_TAI;1010_TAI_4959;T40CM;
1010_TAI;1010_TAI_5063;D34H43,5CM;
1010_TAI;1010_TAI_5074;D44H39,5CM;
1010_TAI;1010_TAI_5065;D36,5H33CM;
1010_TAI;1010_TAI_5054;D31H27,5CM;
1010_TAI;1010_TAI_5103;L. 40 x l. 17 x H. 14,5 cm;
1010_TAI;1010_TAI_4830;1,5X3M;
1010_TAI;1010_TAI_5080;180X180;
1002_COU;1002_COU_1321;YING YANG;
1002_COU;1002_COU_1320;TERRE DE CIEL;
1002_COU;1002_COU_1318;BOIS NATURE;
1002_COU;1002_COU_1319;LES PEPS;
1010_TAI;1010_TAI_5086;D20,5 H37;
1010_TAI;1010_TAI_5083;D18 H30;
1010_TAI;1010_TAI_5081;D10 H23;
1010_TAI;1010_TAI_5084;D18 H31;
1010_TAI;1010_TAI_5108;75X32 H5CM;
1010_TAI;1010_TAI_5110;95X35 H5,5CM;
1010_TAI;1010_TAI_5099;34 H33CM;
1010_TAI;1010_TAI_5098;34 H22CM;
1010_TAI;1010_TAI_5091;100X44 H40CM;
1010_TAI;1010_TAI_5109;80X37 H33CM;
1010_TAI;1010_TAI_5097;31 H28CM;
1010_TAI;1010_TAI_5094;26 H24CM;
1002_COU;1002_COU_1331;ROSA;
1010_TAI;1010_TAI_5096;28 H28CM;
1010_TAI;1010_TAI_5101;38 H38CM;
1002_COU;1002_COU_1332;SILENCE;
1002_COU;1002_COU_1330;DATCHA;
1010_TAI;1010_TAI_5092;12 H24CM;
1010_TAI;1010_TAI_5093;15 H30CM;
1010_TAI;1010_TAI_5104;48X18 H14,5CM;
1010_TAI;1010_TAI_5102;38X18 H14,5CM;
1010_TAI;1010_TAI_5106;58X18 H14,5CM;
1010_TAI;1010_TAI_5107;60X17 H14,5CM;
1010_TAI;1010_TAI_5105;50X17 H14,5CM;
1010_TAI;1010_TAI_5095;27 H20CM;
1010_TAI;1010_TAI_5100;38 H28CM;
1008_QUA;1008_QUA_91;Lot de 2;
1008_QUA;1008_QUA_90;Lot de 4;
1010_TAI;1010_TAI_5112;D45CMXH40CM;
1010_TAI;1010_TAI_5113;D35CMXH32CM;
1010_TAI;1010_TAI_5125;D55 CMXH49 CM;
1010_TAI;1010_TAI_5126;D55CMXH49CM;
1010_TAI;1010_TAI_5114;D38XH50CM;
1010_TAI;1010_TAI_5116;D30XH40CM;
1010_TAI;1010_TAI_5123;38.5X38.5CMXH85CM;
1010_TAI;1010_TAI_5118;D38.5CMXH85CM;
1010_TAI;1010_TAI_5111;78X22X22 CM;
1010_TAI;1010_TAI_5127;50X22X22 CM;
1010_TAI;1010_TAI_5119;D50XH42CM;
1010_TAI;1010_TAI_5121;D60XH50CM;
1010_TAI;1010_TAI_5115;50X50X48CM;
1010_TAI;1010_TAI_5120;35X35X33CM;
1010_TAI;1010_TAI_5128;40X40X35CM;
1010_TAI;1010_TAI_5124;75X30X42CM;
1010_TAI;1010_TAI_5117;30X30X40;
1010_TAI;1010_TAI_5122;38X38X50;
1002_COU;1002_COU_1326;SUNNY YELLOW;
1002_COU;1002_COU_1325;ROUGE GRENAT;
1002_COU;1002_COU_1327;MER DU SUD;
1002_COU;1002_COU_1322;MUSCAT;
1002_COU;1002_COU_1324;GRIS ARDOISE;
1002_COU;1002_COU_1328;BLEU PASTEL;
1002_COU;1002_COU_1323;SAUMON PASTEL;
1002_COU;1002_COU_1329;VIOLET PASTEL;
1003_LIT;1003_LIT_263;85L;
1003_LIT;1003_LIT_262;58L;
1003_LIT;1003_LIT_264;129L;
0504_COBUL;0504_COBUL_420;SAC CAB X 5;
1010_TAI;1010_TAI_4797;L 640 X l 425 x H 132 cm;
1010_TAI;1010_TAI_5129;3X2,5;
1009_SAV;1009_SAV_459;THON ET RIZ;
1002_COU;1002_COU_1334;CAPUCINE;
1002_COU;1002_COU_1335;LAGUNE;
1002_COU;1002_COU_1312;PERLE DE LUNE;
1002_COU;1002_COU_1313;TUTTI FRUTTI;
1002_COU;1002_COU_1336;PAPAGENO;
1002_COU;1002_COU_1337;BANANA;
1009_SAV;1009_SAV_460;FRUIT;
1009_SAV;1009_SAV_461;NUT;
1009_SAV;1009_SAV_462;INSECTE;
0404_COPDT;0404_COPDT_246;Pochette de 12 plants;
1006_POI;1006_POI_315;400G + 400G;
1006_POI;1006_POI_316;2KG + 4X195G;
1006_POI;1006_POI_313;2X1,5KG;
1006_POI;1006_POI_317;1,5KG + 4X195G;
1002_COU;1002_COU_1343;BEIGE/BDX;
1003_LIT;1003_LIT_261;1,8L;
1002_COU;1002_COU_1338;DECOR;
0504_COBUL;0504_COBUL_480;SAC CAB X60;
1010_TAI;1010_TAI_5131;155/207X90;
1010_TAI;1010_TAI_5132;oct-20;
1010_TAI;1010_TAI_5133;20-40;
1002_COU;1002_COU_1339;VELOURS GRIS;
1006_POI;1006_POI_319;2,5KG + 0,250G;
1010_TAI;1010_TAI_5140;40X5 CM;
1010_TAI;1010_TAI_5141;50X7 CM;
1010_TAI;1010_TAI_5142;T62;
1010_TAI;1010_TAI_5143;T68;
1010_TAI;1010_TAI_5144;3 M;
1002_COU;1002_COU_1220;CORTONA;
0207_DMMAF;0207_DMMAF_880;pot ø 25 cm décoré;
0307_DPSC;0307_DPSC_1460;pot ø 19 cm rosea;
1010_TAI;1010_TAI_4960;T80CM;
1010_TAI;1010_TAI_5145;5 M;
1010_TAI;1010_TAI_5146;25 MMX50CM;
1010_TAI;1010_TAI_5147;25 MMX60CM;
1002_COU;1002_COU_1345;BEIGE NOIR;
1002_COU;1002_COU_1346;BLEU ROUGE;
1002_COU;1002_COU_1344;ROSE MARRON;
1010_TAI;1010_TAI_4867;25000;
1010_TAI;1010_TAI_5159;15X15X10;
1010_TAI;1010_TAI_5160;28X20X16;
1009_SAV;1009_SAV_463;LEGUMES PERSIL;
1010_TAI;1010_TAI_5171;103X30X93;
1003_LIT;1003_LIT_267;310L;
1003_LIT;1003_LIT_266;210L;
1010_TAI;1010_TAI_5174;DIAM.35CM;
1003_LIT;1003_LIT_269;1500L/H;
1003_LIT;1003_LIT_270;2500L/H;
1002_COU;1002_COU_1347;JEAN;
1010_TAI;1010_TAI_5172;75;
1010_TAI;1010_TAI_5173;110;
1002_COU;1002_COU_1340;FISH;
1002_COU;1002_COU_1341;GECKO;
1002_COU;1002_COU_1342;MOUSE;
1006_POI;1006_POI_321;1440G;
1006_POI;1006_POI_323;18G;
1009_SAV;1009_SAV_464;POULET CANARD;
1009_SAV;1009_SAV_465;SAUMON FROMAGE;
1002_COU;1002_COU_1348;MARRON ANIS;
0104_TPEP;0104_TPEP_410;900/+;
1010_TAI;1010_TAI_5166;D.2.4MM;
1010_TAI;1010_TAI_5167;43M D3MM;
1010_TAI;1010_TAI_5168;67M D2.4MM;
1010_TAI;1010_TAI_5169;55M D3 MM;
1010_TAI;1010_TAI_5175;D15MM X 25M;
1010_TAI;1010_TAI_5176;D15MM X 50M;
1003_LIT;1003_LIT_273;2.5L PRESSION;
1003_LIT;1003_LIT_274;2.5L RECHARGE;
1005_PAR;1005_PAR_387;BOUQUET DE VIOLETTE;
1001_CONT;1001_CONT_60;22CL;
1005_PAR;1005_PAR_389;NOIR EUCALYPTUS;
1010_TAI;1010_TAI_5191;D31XH28,5CM;
1010_TAI;1010_TAI_5192;D12XH11CM;
1010_TAI;1010_TAI_5185;D13,5XH13CM;
1010_TAI;1010_TAI_5187;D14,5XH14CM;
1010_TAI;1010_TAI_5188;D19,5XH18,5CM;
1010_TAI;1010_TAI_5193;D35XH31,5CM;
1010_TAI;1010_TAI_5194;D39XH34,5CM;
1002_COU;1002_COU_1349;TAUPE MAT;
1010_TAI;1010_TAI_5195;L9,5Xl9,5XH9,5CM;
1010_TAI;1010_TAI_5196;L12Xl12XH12CM;
1010_TAI;1010_TAI_5197;L18Xl18XH18CM;
1010_TAI;1010_TAI_5198;L21Xl21XH21CM;
1010_TAI;1010_TAI_5199;D13,5XH12,5CM ANTHRACITE;
1010_TAI;1010_TAI_5200;D15XH13CM;
1010_TAI;1010_TAI_5201;D17,5XH14,5CM;
1010_TAI;1010_TAI_5202;D10,5XH14,5CM;
1010_TAI;1010_TAI_5203;D13,5XH12,5CM;
1010_TAI;1010_TAI_5204;D19,5XH17,5CM;
1010_TAI;1010_TAI_5205;D23XH21,5CM;
1010_TAI;1010_TAI_5206;D12,5XH11CM;
1010_TAI;1010_TAI_5207;D14,5XH12CM;
1010_TAI;1010_TAI_5208;D15,5XH13CM;
1010_TAI;1010_TAI_5209;D18XH15CM;
1002_COU;1002_COU_1350;GRIS METALLIC;
1010_TAI;1010_TAI_5190;L15Xl15XH15CM;
0404_COPDT;0404_COPDT_248;Pochette   20 pl;
1010_TAI;1010_TAI_5210;46/47;
1010_TAI;1010_TAI_5043;D35 H31;
1010_TAI;1010_TAI_5048;D44 H38;
1010_TAI;1010_TAI_5047;D38 H38;
1010_TAI;1010_TAI_5044;D32 H30;
1010_TAI;1010_TAI_5045;D36 H38;
0404_COPDT;0404_COPDT_330;Filet250 pl;
0809_CONFLO;0809_CONFLO_25;1L;
0307_DPSC;0307_DPSC_1060;pot ø 15 cm rosea;
1010_TAI;1010_TAI_5134;17-22CM;
1010_TAI;1010_TAI_5135;20-28CM;
1010_TAI;1010_TAI_5136;25-34CM;
1010_TAI;1010_TAI_5137;10MM 17-22CM;
1010_TAI;1010_TAI_5138;10MM 20-28CM;
1010_TAI;1010_TAI_5139;15MM 25-34CM;
1010_TAI;1010_TAI_5154;20MM/1,20M;
1010_TAI;1010_TAI_5155;25MM/1,20M;
1010_TAI;1010_TAI_5148;0,5M/25MM;
1010_TAI;1010_TAI_5151;1M/16MM;
1010_TAI;1010_TAI_5152;1M/25MM;
1010_TAI;1010_TAI_5149;15MM/1,20M;
1010_TAI;1010_TAI_5158;60CM/120CM;
1010_TAI;1010_TAI_5150;1M/12MM;
1010_TAI;1010_TAI_5156;35,6 CM;
1010_TAI;1010_TAI_5157;44,5 CM;
1003_LIT;1003_LIT_271;200L/H;
1003_LIT;1003_LIT_272;450L/H;
0504_COBUL;0504_COBUL_7;1,5 kg;
1002_COU;1002_COU_1514;BEIGE CLAIR ET ANTHRACITE;
0404_COPDT;0404_COPDT_247;Pochette   18 pl;
0307_DPSC;0307_DPSC_12;3 pots de ø 8 cm;
0307_DPSC;0307_DPSC_1400;pot ø 18 cm rosea carrére;
0307_DPSC;0307_DPSC_15;4 pots de ø 5.5 cm;
0307_DPSC;0307_DPSC_1640;pot ø 21 cm cache-pot;
0307_DPSC;0307_DPSC_16;8 pots de ø 5.5 cm;
0307_DPSC;0307_DPSC_17;6 pots de ø 5.5 cm;
0307_DPSC;0307_DPSC_18;9 pots de ø 5.5 cm;
0307_DPSC;0307_DPSC_1820;pot ø 24 cm céramique triangle;
0307_DPSC;0307_DPSC_19;12 pots de ø 5.5 cm;
0307_DPSC;0307_DPSC_1990;pot ø 26 cm panier carrére;
0307_DPSC;0307_DPSC_2280;pot ø 37 cm décoré;
0307_DPSC;0307_DPSC_300;pot ø 8.5 cm gdt;
0307_DPSC;0307_DPSC_2390;pot ø 46 cm décoré;
0307_DPSC;0307_DPSC_3300;pot ø 100 cm;
0307_DPSC;0307_DPSC_470;pot ø 10 cm triangle;
0307_DPSC;0307_DPSC_95;pot ø 5.5 cm décoré;
1001_CONT;1001_CONT_1;;
1002_COU;1002_COU_1;;
1003_LIT;1003_LIT_1;;
1004_MAT;1004_MAT_1;;
1005_PAR;1005_PAR_1;;
1006_POI;1006_POI_1;;
1007_PUI;1007_PUI_1;;
1008_QUA;1008_QUA_1;;
1009_SAV;1009_SAV_1;;
1010_TAI;1010_TAI_1;;
1901_CONPA;1901_CONPA_171;;
1008_QUA;1008_QUA_85;12X100G;
1902_TAIPA;1902_TAIPA_100;;
1003_LIT;1003_LIT_287;500ML + 500ML GR;
1010_TAI;1010_TAI_4871;250L;
1010_TAI;1010_TAI_4864;1000L;
1010_TAI;1010_TAI_4866;JUSQU'À 10M3;
1010_TAI;1010_TAI_4902;2500;
1010_TAI;1010_TAI_4961;L.111 X l.84 X H.79 CM;
1010_TAI;1010_TAI_4962;L.88 X l.72 X H.65 CM;
1010_TAI;1010_TAI_1928;20 x 27 mm;
1010_TAI;1010_TAI_4963;L.73 X l.59 X H.53 CM;
1009_SAV;1009_SAV_512;KITTEN;
1007_PUI;1007_PUI_265;190L/H;
1010_TAI;1010_TAI_4903;3000;
1002_COU;1002_COU_1197;TAUPE/BLANC;
1009_SAV;1009_SAV_446;VEAU SCE LEGUMES;
1006_POI;1006_POI_335;520G;
1006_POI;1006_POI_336;980G;
0107_PFRU;0107_PFRU_65;6,5 kg;
0107_PFRU;0107_PFRU_45;4,5 kg;
0107_PFRU;0107_PFRU_35;3,5 kg;
0107_PFRU;0107_PFRU_80;8 kg;
0109_LPEP;0109_LPEP_155;pot de 2,5 litres déco;
0109_LPEP;0109_LPEP_185;pot de 3,5 litres déco;
0109_LPEP;0109_LPEP_1005;110 L, faux-conteneur;
1901_CONPA;1901_CONPA_40;godet de 9 cm;
0104_TPEP;0104_TPEP_10;  8/10 cm;
0204_TMAF;0204_TMAF_2;  8/10 cm;
0104_TPEP;0104_TPEP_20; 10/15 cm;
0204_TMAF;0204_TMAF_10; 10/15 cm;
0204_TMAF;0204_TMAF_20; 10/20 cm;
0104_TPEP;0104_TPEP_30; 15/20 cm;
0204_TMAF;0204_TMAF_30; 15/20 cm;
1010_TAI;1010_TAI_4800;L 750 X l 425 x H 132 cm;
0104_TPEP;0104_TPEP_40; 20/25 cm;
0204_TMAF;0204_TMAF_40; 20/25 cm;
0104_TPEP;0104_TPEP_50; 20/30 cm;
0204_TMAF;0204_TMAF_50; 20/30 cm;
0104_TPEP;0104_TPEP_60; 25/30 cm;
0204_TMAF;0204_TMAF_60; 25/30 cm;
0107_PFRU;0107_PFRU_30; 3 kg;
0104_TPEP;0104_TPEP_70; 30/35 cm;
0204_TMAF;0204_TMAF_70; 30/35 cm;
0104_TPEP;0104_TPEP_80; 30/40 cm;
0204_TMAF;0204_TMAF_80; 30/40 cm;
0104_TPEP;0104_TPEP_90; 35/40 cm;
0204_TMAF;0204_TMAF_90; 35/40 cm;
0204_TMAF;0204_TMAF_100; 35/45 cm;
0107_PFRU;0107_PFRU_40; 4 kg;
0104_TPEP;0104_TPEP_100; 40/45 cm;
0204_TMAF;0204_TMAF_110; 40/45 cm;
0104_TPEP;0104_TPEP_110; 40/50 cm;
0204_TMAF;0204_TMAF_120; 40/50 cm;
0104_TPEP;0104_TPEP_120; 40/60 cm;
0204_TMAF;0204_TMAF_130; 40/60 cm;
0104_TPEP;0104_TPEP_130; 45/50 cm;
0204_TMAF;0204_TMAF_140; 45/50 cm;
0107_PFRU;0107_PFRU_50; 5 kg;
0104_TPEP;0104_TPEP_140; 50/55 cm;
0204_TMAF;0204_TMAF_150; 50/55 cm;
0104_TPEP;0104_TPEP_150; 50/60 cm;
0204_TMAF;0204_TMAF_160; 50/60 cm;
0204_TMAF;0204_TMAF_170; 55/60 cm;
0104_TPEP;0104_TPEP_180; 60/100 cm;
0104_TPEP;0104_TPEP_160; 60/70 cm;
0204_TMAF;0204_TMAF_180; 60/70 cm;
0104_TPEP;0104_TPEP_170; 60/80 cm;
0204_TMAF;0204_TMAF_190; 60/80 cm;
0107_PFRU;0107_PFRU_70; 7 kg;
0104_TPEP;0104_TPEP_190; 70/80 cm;
0204_TMAF;0204_TMAF_200; 70/80 cm;
0204_TMAF;0204_TMAF_210; 70/90 cm;
0104_TPEP;0104_TPEP_200; 80/100 cm;
0204_TMAF;0204_TMAF_220; 80/100 cm;
